rank,GID_3,NAME_3,NAME_2,NAME_1,TYPE_3,cells,risk_mean,risk_max,risk_p75,risk_p90,risk_p95,class_max,class_3plus_cells,class_3plus_pct,risk_mean_norm,risk_max_norm,risk_p75_norm,risk_p90_norm,risk_p95_norm
167,THA.19.5.2_1,MaePu,MaePhrik,Lampang,Tambon,4714,0.3547406792640686,0.4589768052101135,0.36361008882522583,0.4032081961631775,0.42848241329193115,3,42,0.8909630886720408,0.17291867949422446,0.5425955268009013,0.20437433207418979,0.3448103214890553,0.43444616339609604
168,THA.20.3.2_1,NongLong,K.WiangNongLong,Lamphun,Tambon,1843,0.35091304779052734,0.5004885792732239,0.3616580665111542,0.4031682014465332,0.42229971289634705,3,8,0.4340748779164406,0.15934385864446482,0.6898183981660664,0.19745142076691596,0.3446684789116975,0.41251901319421347
169,THA.10.20.2_1,ChaeChang,SanKamphaeng,ChiangMai,Tambon,1777,0.3511410653591156,0.4977526068687439,0.365958034992218,0.40307343006134033,0.418420672416687,3,18,1.0129431626336522,0.16015253044727024,0.6801151820917298,0.21270140034137344,0.3443323690786141,0.39876186861424345
170,THA.23.4.6_1,PhaBong,MuangMaeHongSon,MaeHongSon,Tambon,52001,0.3580027222633362,0.5600965619087219,0.3794681131839752,0.4030352234840393,0.4212845265865326,3,850,1.634583950308648,0.1844876222269221,0.9012200681246012,0.26061533677623955,0.3441968681962201,0.40891862157341047
171,THA.32.7.3_1,ChaiyaSathan,MuangNan,Nan,Tambon,3493,0.34882110357284546,0.5010032653808594,0.3633093535900116,0.40276360511779785,0.42415276169776917,3,31,0.8874892642427712,0.15192470970627064,0.6916437493664911,0.2033077646761883,0.3432335647312131,0.4190909116852389
172,THA.20.7.3_1,Makok,PaSang,Lamphun,Tambon,2215,0.35820868611335754,0.49100765585899353,0.3707563579082489,0.40275004506111145,0.4222539961338043,3,8,0.3611738148984198,0.1852180797918402,0.6561939916033844,0.22971881030225258,0.343185473544404,0.4123568771929713
173,THA.20.6.4_1,MueangChi,MuangLamphun,Lamphun,Tambon,3912,0.3586404621601105,0.49023154377937317,0.37187710404396057,0.4026208221912384,0.42165929079055786,3,20,0.5112474437627812,0.18674938773577496,0.6534414845992467,0.23369357331575416,0.3427271803883506,0.41024773514291485
174,THA.47.4.2_1,NamRat,NongMuangKai,Phrae,Tambon,4141,0.3591820299625397,0.4915390908718109,0.3715490698814392,0.40244242548942566,0.42917588353157043,3,65,1.569669162038155,0.18867007575048939,0.6580787433466372,0.23253018937463807,0.34209449062079167,0.4369055783979885
175,THA.19.9.6_1,LuangTai,Ngao,Lampang,Tambon,4181,0.35246706008911133,0.5126952528953552,0.3647899031639099,0.4024210274219513,0.42566317319869995,3,80,1.9134178426213824,0.16485521434770437,0.7331097674468748,0.20855858241133016,0.34201860167105774,0.4244476357262768
176,THA.23.4.1_1,HuaiPha,MuangMaeHongSon,MaeHongSon,Tambon,55272,0.35099318623542786,0.5502132773399353,0.3751426339149475,0.4024052023887634,0.4216722846031189,3,927,1.6771602257924445,0.15962807227376083,0.8661686745001397,0.2452748823536313,0.3419624776706278,0.41029381812631877
177,THA.47.5.3_1,MaeYangHo,RongKwang,Phrae,Tambon,6440,0.35695216059684753,0.5012839436531067,0.3684666156768799,0.40240317583084106,0.42503538727760315,3,28,0.43478260869565216,0.1807617707407512,0.6926391840859816,0.22159816420614187,0.34195529041633543,0.4222211723193893
178,THA.47.1.3_1,MaeChua,DenChai,Phrae,Tambon,6267,0.35566839575767517,0.5017556548118591,0.36667150259017944,0.40208834409713745,0.42120999097824097,3,33,0.5265677357587363,0.17620885653637972,0.6943121232174421,0.21523173663194484,0.3408387293230357,0.4086542785883345
179,THA.32.10.3_1,Ngaeng,Pua,Nan,Tambon,3492,0.35701000690460205,0.4800868332386017,0.37167784571647644,0.402058482170105,0.43161675333976746,3,67,1.9186712485681559,0.18096692457283137,0.617462935171072,0.23298689710695047,0.3407328230171396,0.4455622034134596
180,THA.11.13.7_1,MueangPhan,Phan,ChiangRai,Tambon,2699,0.3451307713985443,0.5051113963127136,0.3679821193218231,0.4018549621105194,0.41526564955711365,3,32,1.1856243052982587,0.13883682533481773,0.7062133707662448,0.21987988195568994,0.34001103243533876,0.38757247632513153
181,THA.47.6.4_1,HuaMueang,Song,Phrae,Tambon,4112,0.3611109256744385,0.5153456330299377,0.37436288595199585,0.40185457468032837,0.4261738061904907,3,50,1.2159533073929962,0.1955109678028976,0.7425094277222756,0.24250948056973365,0.34000965840142994,0.4262586124181168
182,THA.75.9.4_1,NamAng,Tron,Uttaradit,Tambon,5925,0.35551387071609497,0.5030692219734192,0.3703685700893402,0.40179622173309326,0.4266965985298157,3,73,1.232067510548523,0.17566082839658803,0.6989707323378774,0.22834350805442824,0.3398027077557767,0.42811271263571093
183,THA.20.2.1_1,BanThi,BanThi,Lamphun,Tambon,8197,0.35691648721694946,0.5043392777442932,0.37075915932655334,0.4016856253147125,0.4242885410785675,3,85,1.0369647431987312,0.18063525392622262,0.7034750268808595,0.2297287456243626,0.3394104739222633,0.4195724577228263
184,THA.20.4.1_1,Ko,Li,Lamphun,Tambon,54267,0.3500819802284241,0.5813286304473877,0.3705175817012787,0.4014340937137604,0.42201465368270874,3,867,1.5976560340538448,0.156396450215105,0.9765202971760538,0.22887198263474806,0.3385184088306834,0.4115080413220616
185,THA.19.7.7_1,Phichai,MuangLampang,Lampang,Tambon,9456,0.3575232923030853,0.5055500268936157,0.37139689922332764,0.4014049768447876,0.41916340589523315,3,39,0.4124365482233503,0.18278730811220106,0.7077689885408743,0.23199051113321545,0.3384151448976889,0.4013959973123897
186,THA.75.4.10_1,PaSao,MuangUttaradit,Uttaradit,Tambon,5694,0.3573082387447357,0.5123757123947144,0.3739359974861145,0.4014042019844055,0.4216194152832031,3,79,1.3874253600281,0.18202461359788347,0.731976506556837,0.24099550659203337,0.33841239682987123,0.41010631534522124
187,THA.11.14.3_1,MaiYa,PhayaMengrai,ChiangRai,Tambon,12684,0.34830883145332336,0.5057352185249329,0.3739328980445862,0.40138161182403564,0.427508145570755,3,341,2.688426363923053,0.1501079197940471,0.7084257767492957,0.24098451432076273,0.33833228008349475,0.4309908908950489
188,THA.11.9.6_1,SiMueangChum,MaeSai,ChiangRai,Tambon,4823,0.34998011589050293,0.48896464705467224,0.3631914258003235,0.4012792706489563,0.41975879669189453,3,18,0.3732116939664109,0.15603518499199837,0.6489483937173673,0.20288952989332318,0.3379693237417311,0.4035075703455156
189,THA.19.2.4_1,NongLom,HangChat,Lampang,Tambon,3166,0.355151504278183,0.48940977454185486,0.3680393397808075,0.401176393032074,0.4227589964866638,3,15,0.4737839545167404,0.17437568391216626,0.6505270529836987,0.22008281619453277,0.3376044648914783,0.4141478775456753
190,THA.47.6.3_1,DaenChumphon,Song,Phrae,Tambon,1539,0.35464707016944885,0.4862840473651886,0.3655182719230652,0.4011055827140808,0.4226079285144806,3,9,0.5847953216374269,0.17258669176286753,0.6394415587970778,0.21114176615993352,0.3373533337709103,0.413612110016147
191,THA.75.4.4_1,HatKruat,MuangUttaradit,Uttaradit,Tambon,4459,0.3577120006084442,0.4664008319377899,0.37216615676879883,0.4010653793811798,0.42154648900032043,3,50,1.1213276519398967,0.1834565683207181,0.5689250816466803,0.23471870830665859,0.33721075132913997,0.4098476798856127
192,THA.75.4.17_1,WangKaphi,MuangUttaradit,Uttaradit,Tambon,3508,0.3489968180656433,0.47906777262687683,0.37115761637687683,0.4007759392261505,0.41645899415016174,3,69,1.9669327251995439,0.15254788693138382,0.6138488032111806,0.23114188665213783,0.33618424230432675,0.3918047121541649
193,THA.11.9.2_1,HuaiKhrai,MaeSai,ChiangRai,Tambon,9236,0.34596535563468933,0.5022311210632324,0.3656875491142273,0.40066859126091003,0.4186772108078003,3,48,0.5197055002165439,0.14179670576427306,0.6959983799083266,0.21174211328317688,0.33580352921666434,0.39967169045172213
194,THA.11.12.1_1,NA,PaDaet,ChiangRai,Tambon,8144,0.35195520520210266,0.5136582255363464,0.3711872398853302,0.4006556570529938,0.4250606596469879,3,129,1.5839882121807467,0.1630399041643057,0.7365249815747338,0.23124694739870544,0.33575765762309256,0.42231080160821155
195,THA.11.14.1_1,MaePao,PhayaMengrai,ChiangRai,Tambon,9584,0.34718963503837585,0.4963434934616089,0.3659289479255676,0.40043434500694275,0.4309404194355011,3,122,1.2729549248747913,0.14613865291618086,0.6751177150703933,0.212598242103295,0.33497276717640156,0.4431635629883039
196,THA.11.1.5_1,SiDonChai,ChiangKhong,ChiangRai,Tambon,12825,0.35161083936691284,0.48636797070503235,0.37150901556015015,0.40039998292922974,0.42269062995910645,3,236,1.8401559454191034,0.16181859940918655,0.6397391956807138,0.2323881354074481,0.33485090093817976,0.4139054134082245
197,THA.41.7.2_1,CharoenRat,MaeChai,Phayao,Tambon,4342,0.3511178493499756,0.4991026520729065,0.3677763342857361,0.4003969430923462,0.4224834740161896,3,61,1.4048825426070934,0.1600701941076564,0.6849031617894276,0.21915005856026826,0.33484012005674124,0.4131707280466639
198,THA.19.6.4_1,MaeTha,MaeTha,Lampang,Tambon,6146,0.3639715611934662,0.5044823288917542,0.3739544749259949,0.4003525972366333,0.4243733584880829,3,44,0.7159127888057273,0.20565630571112967,0.7039823624779665,0.24106103743999302,0.33468284602163806,0.4198732654539443
199,THA.10.12.3_1,BanThap,MaeChaem,ChiangMai,Tambon,45163,0.3515428602695465,0.5408546328544617,0.37545812129974365,0.4003291428089142,0.4207700490951538,3,778,1.7226490711423066,0.16157750930564466,0.8329779341780682,0.24639376873508448,0.3345996641226957,0.40709401023739816
200,THA.19.11.4_1,SopPrap,SopPrap,Lampang,Tambon,16329,0.3561639189720154,0.5077239274978638,0.3731979429721832,0.40024319291114807,0.42455413937568665,3,187,1.1452017882295302,0.1779662459057753,0.7154787984982444,0.2383779719957092,0.3342948399847672,0.42051441081478835
201,THA.75.3.1_1,ChaiChumphon,Laplae,Uttaradit,Tambon,5892,0.3603001832962036,0.48157137632369995,0.3711092472076416,0.4002137780189514,0.4261639714241028,3,64,1.0862186014935504,0.1926356433062934,0.6227279160249664,0.23097034380336603,0.3341905191026121,0.42622373309581574
202,THA.11.2.3_1,PaSak,ChiangSaen,ChiangRai,Tambon,5468,0.34829050302505493,0.4850878417491913,0.36363285779953003,0.40019357204437256,0.4205080270767212,3,76,1.3899049012435991,0.15004291742066778,0.6351991762561021,0.20445508299006268,0.33411885794952073,0.4061647405353638
203,THA.41.1.3_1,ChiangBan,ChiangKham,Phayao,Tambon,5489,0.34813812375068665,0.49844837188720703,0.36290329694747925,0.40013039112091064,0.42719417810440063,3,39,0.7105119329568228,0.1495024993148327,0.6825827356021592,0.20186767144481674,0.33389478472746514,0.429877394954315
204,THA.47.5.8_1,RongKhem,RongKwang,Phrae,Tambon,4933,0.35551440715789795,0.4928923547267914,0.3650801181793213,0.40012580156326294,0.423711895942688,3,6,0.1216298398540442,0.1756627309050772,0.6628781380952699,0.20958783950396107,0.3338785077103913,0.41752736679190455
205,THA.75.5.2_1,DenLek,NamPat,Uttaradit,Tambon,20683,0.3584514260292053,0.5879490971565247,0.3747658133506775,0.4000135064125061,0.42770466208457947,3,334,1.6148527776434753,0.18607896488318124,1.0,0.24393847583491848,0.33348024926666225,0.43168784317157466
206,THA.41.5.1_1,NA,K.PhuKamYao,Phayao,Tambon,22323,0.35152146220207214,0.5118448734283447,0.3662210702896118,0.3999549150466919,0.42088082432746887,3,275,1.2319132733055593,0.16150162035591073,0.7300938687119056,0.21363426367055402,0.33327245306168046,0.40748687824040797
207,THA.32.10.2_1,ChediChai,Pua,Nan,Tambon,5071,0.352118581533432,0.5192640423774719,0.3661135733127594,0.3999399244785309,0.4198857843875885,3,73,1.439558272530073,0.16361932369416837,0.7564061952863661,0.2132530221083113,0.3332192885189003,0.4039579363828642
208,THA.10.8.4_1,HangDong,Hot,ChiangMai,Tambon,22361,0.3473430573940277,0.5481372475624084,0.3680900037288666,0.39980095624923706,0.42697036266326904,3,396,1.7709404767228658,0.14668277034407817,0.8588059666471237,0.22026249755184152,0.33272643312529404,0.42908362613467455
209,THA.41.1.6_1,NamWaen,ChiangKham,Phayao,Tambon,10905,0.350494921207428,0.48679614067077637,0.370551735162735,0.399793803691864,0.4216856360435486,3,202,1.852361302154975,0.15786095897208735,0.6412577145398048,0.22899310900855738,0.33270106634543867,0.4103411694487154
210,THA.47.3.1_1,BanThin,MuangPhrae,Phrae,Tambon,3981,0.355176717042923,0.49754002690315247,0.3681625425815582,0.39950862526893616,0.41834449768066406,3,8,0.20095453403667418,0.17446510181115638,0.6793612602554456,0.2205197589775412,0.33168967169362257,0.39849171240878395
211,THA.23.3.7_1,SaoHin,MaeSariang,MaeHongSon,Tambon,55318,0.36009472608566284,0.576381504535675,0.3784037232398987,0.39942309260368347,0.4183090329170227,3,927,1.6757655735926822,0.1919069825549484,0.9589751524992672,0.2568404428490149,0.331386327284519,0.39836593545866783
212,THA.75.8.3_1,PaKhai,ThongSaenKhan,Uttaradit,Tambon,14768,0.3597736358642578,0.5030062198638916,0.37194621562957764,0.3993014693260193,0.4224390983581543,3,123,0.8328819068255688,0.19076822552927522,0.6987472932853183,0.2339386798261065,0.33095498633206194,0.41301334831664466
213,THA.47.2.7_1,WiangTa,Long,Phrae,Tambon,24549,0.36318179965019226,0.5042001605033875,0.37434688210487366,0.39921897649765015,0.4281371831893921,3,387,1.57643895881706,0.20285539043543452,0.702981643012673,0.2424527223998073,0.3306624228043969,0.43322179348841106
214,THA.20.2.2_1,HuaiYap,BanThi,Lamphun,Tambon,4615,0.35543715953826904,0.5076218247413635,0.36943721771240234,0.39918288588523865,0.41739195585250854,3,17,0.3683640303358613,0.1753887696826394,0.7151166877158092,0.22504043623251319,0.3305344262610434,0.39511349150154745
215,THA.20.6.3_1,MakhueaChae,MuangLamphun,Lamphun,Tambon,12875,0.3535676896572113,0.5180239081382751,0.36717772483825684,0.3991389870643616,0.42182406783103943,3,123,0.9553398058252427,0.16875863329286275,0.7520080184391122,0.2170270704762074,0.3303787376496812,0.41083212233383254
216,THA.23.7.2_1,MaeKhatuan,SopMoei,MaeHongSon,Tambon,16389,0.35763511061668396,0.540874183177948,0.3781417906284332,0.39905446767807007,0.41864073276519775,3,265,1.6169381902495574,0.18318387543727307,0.8330472700430062,0.2559114902317287,0.33007898686772374,0.3995423198744598
217,THA.10.9.2_1,DoiLo,K.DoiLo,ChiangMai,Tambon,7202,0.35077184438705444,0.5022737979888916,0.36231955885887146,0.39883530139923096,0.4196871221065521,3,40,0.5554012774229381,0.15884307613215373,0.6961497350281302,0.1997974251238718,0.32930170645498935,0.40325337407238177
218,THA.20.7.1_1,BanRuean,PaSang,Lamphun,Tambon,830,0.3522952198982239,0.4722990095615387,0.3635329604148865,0.39882519841194153,0.4160355031490326,3,3,0.3614457831325301,0.1642457774616795,0.5898431624849002,0.20410079363141626,0.32926587587844364,0.39030278739689594
219,THA.75.4.5_1,HatNgio,MuangUttaradit,Uttaradit,Tambon,3308,0.3581039309501648,0.4766755700111389,0.37272122502326965,0.3984166979789734,0.41823190450668335,3,43,1.2998790810157195,0.18484656216187537,0.6053647779936421,0.23668727611834997,0.32781711566395483,0.3980923970158943
220,THA.11.11.5_1,MaeKhaoTom,MuangChiangRai,ChiangRai,Tambon,8114,0.34331467747688293,0.4982987940311432,0.36110904812812805,0.39836981892585754,0.41457122564315796,3,50,0.6162188809465122,0.13239598853971163,0.6820522528184342,0.19550430902318555,0.3276508575609862,0.38510967908592497
221,THA.11.1.2_1,HuaiSo,ChiangKhong,ChiangRai,Tambon,27421,0.34760981798171997,0.5052536129951477,0.3703932762145996,0.39834097027778625,0.42143359780311584,3,425,1.5499070055796653,0.14762884553776676,0.7067177469057021,0.22843112913984526,0.32754854488223634,0.4094473075435624
222,THA.19.1.1_1,BanSa,ChaeHom,Lampang,Tambon,20773,0.35626792907714844,0.5521899461746216,0.36798471212387085,0.3982961177825928,0.42226457595825195,3,211,1.015741587637799,0.17833512116283856,0.8731789955029984,0.2198890774133875,0.32738947403356006,0.41239439888817403
223,THA.41.4.1_1,NA,DokKhamTai,Phayao,Tambon,76333,0.35380640625953674,0.5055403709411621,0.3712247908115387,0.3982481360435486,0.4226122796535492,3,834,1.0925811903108749,0.16960524957053513,0.7077347433880695,0.23138012299294602,0.3272193052186971,0.41362754147389236
224,THA.23.2.6_1,ThaPhaPum,MaeLaNoi,MaeHongSon,Tambon,12494,0.35026901960372925,0.5140695571899414,0.3731028437614441,0.3982032239437103,0.42598626017570496,3,339,2.7133023851448694,0.15705979150832247,0.7379837828062487,0.2380406995185491,0.32706002298018866,0.42559347431132627
225,THA.10.4.3_1,MaeHoiNgoen,DoiSaket,ChiangMai,Tambon,999,0.34989023208618164,0.4970381259918213,0.3667609691619873,0.39800989627838135,0.4228740334510803,3,9,0.9009009009009009,0.15571640912514945,0.6775812521740123,0.21554903276996887,0.32637438005968167,0.4145558599216822
226,THA.23.3.1_1,BanKat,MaeSariang,MaeHongSon,Tambon,24567,0.3589058518409729,0.539560854434967,0.3753983974456787,0.3979547917842865,0.42037802934646606,3,477,1.941629014531689,0.1876906009633246,0.8283895064818992,0.24618195612329227,0.3261789501598794,0.40570369931149275
227,THA.41.7.4_1,MaeSuk,MaeChai,Phayao,Tambon,3028,0.3468458354473114,0.5008957386016846,0.36638227105140686,0.39795392751693726,0.4179110527038574,3,61,2.0145310435931307,0.14491935636446693,0.6912624021093323,0.21420596747154402,0.32617588500731354,0.3969544855495496
228,THA.10.3.4_1,KhuangPao,ChomThong,ChiangMai,Tambon,7788,0.348084419965744,0.4953528046607971,0.3603561222553253,0.3979177176952362,0.4178256392478943,3,34,0.4365690806368772,0.14931203707608542,0.6716042046705949,0.19283403266374546,0.3260474656842958,0.3966515639201103
229,THA.11.12.4_1,SanMakha,PaDaet,ChiangRai,Tambon,3357,0.3482702672481537,0.4726907014846802,0.3630182445049286,0.3978344798088074,0.4259294867515564,3,36,1.0723860589812333,0.14997115057266033,0.5912323107667289,0.20227533673607545,0.3257522597837292,0.4253921254962244
230,THA.10.18.9_1,ThungLuang,Phrao,ChiangMai,Tambon,595,0.3408949375152588,0.4824788570404053,0.35346031188964844,0.3977583348751068,0.4095659554004669,3,3,0.5042016806722689,0.1238143012197299,0.6259463262191143,0.16837781451028427,0.3254822092731857,0.36735832362789766
231,THA.47.2.1_1,BanPin,Long,Phrae,Tambon,27430,0.3575733006000519,0.5453201532363892,0.37044429779052734,0.3977028727531433,0.42302319407463074,3,366,1.3343055049216186,0.1829646641813564,0.848815049011261,0.2286120788361468,0.3252855110343907,0.4150848629765823
232,THA.10.22.8_1,PaPhai,SanSai,ChiangMai,Tambon,4836,0.35172605514526367,0.5027221441268921,0.3645903468132019,0.3972685635089874,0.41882023215293884,3,28,0.5789909015715468,0.16222721595468986,0.6977398093453965,0.20785084925336583,0.3237452190225905,0.40017892035391306
233,THA.47.5.4_1,MaeYangRong/MaeSai,RongKwang,Phrae,Tambon,7310,0.3562653660774231,0.5124011635780334,0.36839476227760315,0.39717549085617065,0.42324331402778625,3,33,0.4514363885088919,0.17832603140005707,0.7320667700151556,0.22134333376351165,0.3234151337997227,0.4158655256266308
234,THA.23.2.3_1,MaeLaNoi,MaeLaNoi,MaeHongSon,Tambon,38745,0.3577802777290344,0.5417093634605408,0.3746105432510376,0.3970639705657959,0.4231424331665039,3,825,2.129307007355788,0.18369871537342067,0.8360092643707828,0.24338780532222523,0.32301962342381135,0.41550774833575427
235,THA.23.5.5_1,ThungYao,Pai,MaeHongSon,Tambon,43937,0.343641459941864,0.5619254112243652,0.3652350604534149,0.3968130350112915,0.4179461598396301,3,463,1.0537815508569086,0.13355493329435306,0.9077061423437827,0.21013734737257764,0.3221296722305527,0.397078994160673
236,THA.10.13.3_1,Khilek,MaeRim,ChiangMai,Tambon,3483,0.34517964720726013,0.49721747636795044,0.3582320809364319,0.39681100845336914,0.41859671473503113,3,21,0.6029285099052542,0.13901016499716262,0.6782173241788853,0.18530105030095043,0.3221224849762604,0.3993862084834333
237,THA.23.7.6_1,SopMoei,SopMoei,MaeHongSon,Tambon,35056,0.3516591191291809,0.575090765953064,0.374286413192749,0.39668822288513184,0.4153313636779785,3,569,1.623117298037426,0.16198982517321017,0.9543975056845369,0.2422382674151135,0.3216870219220768,0.38780553361505254
238,THA.32.7.5_1,KongKhwai,MuangNan,Nan,Tambon,1723,0.3456963002681732,0.48676973581314087,0.3605494499206543,0.3966825008392334,0.41723987460136414,3,1,0.05803830528148578,0.14084249206204758,0.6411640688441722,0.19351967558425243,0.32166672849819256,0.394574130344873
239,THA.10.14.3_1,BanPao,MaeTaeng,ChiangMai,Tambon,16355,0.3481534719467163,0.574491560459137,0.3634004294872284,0.3966389000415802,0.4240248203277588,3,272,1.6630999694283093,0.14955693219660565,0.9522724037021547,0.20363076833967977,0.32151209683599097,0.4186371634105762
240,THA.19.2.5_1,PongYangKhok,HangChat,Lampang,Tambon,3284,0.35371965169906616,0.49388736486434937,0.36792877316474915,0.3965834677219391,0.4174650311470032,3,9,0.2740560292326431,0.16929757166987291,0.6664069742578975,0.21969068805593545,0.321315504292112,0.3953726554357363
241,THA.32.4.2_1,ChiangKlang,ChiangKlang,Nan,Tambon,7431,0.3436286747455597,0.522337794303894,0.36779943108558655,0.39651304483413696,0.41436249017715454,3,67,0.9016283138204817,0.1335095901753616,0.7673073575393716,0.21923197212021783,0.32106574720545283,0.384369391893813
242,THA.47.6.1_1,BanKlang,Song,Phrae,Tambon,6526,0.3519502282142639,0.49871399998664856,0.3631446659564972,0.3965079188346863,0.4238453507423401,3,45,0.6895494943303708,0.16302225311332302,0.6835247943890375,0.20272369457001882,0.32104756767988984,0.418000668626039
243,THA.23.1.2_1,KhunYuam,KhunYuam,MaeHongSon,Tambon,56327,0.35302168130874634,0.5527002811431885,0.3710698187351227,0.3964393138885498,0.4156251549720764,3,689,1.2232144442274575,0.1668221967356548,0.8749889152456778,0.23083050942941338,0.3208042579831106,0.38884747409761117
244,THA.19.6.2_1,BanBom,MaeTha,Lampang,Tambon,14131,0.3510352671146393,0.5198391675949097,0.36531418561935425,0.39633169770240784,0.4218064248561859,3,117,0.8279668813247469,0.15977731349524316,0.7584458957765685,0.21041796737472748,0.3204225936412036,0.4107695509435227
245,THA.75.2.1_1,BanSiao,FakTha,Uttaradit,Tambon,21081,0.3589479923248291,0.5121811628341675,0.3734132647514343,0.3962545096874237,0.4256379306316376,3,273,1.2950049807883877,0.18784005357463907,0.7312865301447714,0.23914161776427137,0.3201488438085979,0.4243581121323706
246,THA.10.5.3_1,DoiTao,DoiTao,ChiangMai,Tambon,4184,0.3494464159011841,0.4814075827598572,0.3604133725166321,0.39623406529426575,0.41856449842453003,3,5,0.11950286806883366,0.15414240043512484,0.6221470167662788,0.19303707259750436,0.32007633709617805,0.3992719522791682
247,THA.10.22.3_1,MaeFaekMai,SanSai,ChiangMai,Tambon,6844,0.3522140085697174,0.5083901882171631,0.36711111664772034,0.3962053656578064,0.41731375455856323,3,26,0.3798947983635301,0.1639577588154052,0.7178417140417704,0.2167908423388044,0.31997455289200843,0.39483614804179556
248,THA.47.7.9_1,SopSai,SungMen,Phrae,Tambon,3867,0.35362499952316284,0.5079835057258606,0.3682887554168701,0.39619338512420654,0.42052796483039856,3,36,0.9309542280837859,0.16896188461645376,0.7163994012171615,0.2209673769470721,0.3199320635357507,0.40623545043421055
249,THA.10.7.1_1,NA,HangDong,ChiangMai,Tambon,7554,0.34974202513694763,0.5182352066040039,0.3633081316947937,0.39615869522094727,0.415561318397522,3,57,0.7545671167593329,0.15519078830756333,0.7527573953940058,0.20330343118462968,0.3198090346534523,0.38862107558740216
250,THA.19.10.4_1,ThaNgam,SoemNgam,Lampang,Tambon,11133,0.3578850328922272,0.5028168559074402,0.36777499318122864,0.3961140513420105,0.4249573349952698,3,139,1.248540375460343,0.1840702330033855,0.6980757077886478,0.21914530228904536,0.31965070366918846,0.4219443573342178
251,THA.19.11.2_1,NaYang,SopPrap,Lampang,Tambon,17084,0.3527541756629944,0.5195729732513428,0.36566847562789917,0.3959612548351288,0.4214719235897064,3,110,0.6438773121048935,0.1658734791690646,0.7575018287862852,0.21167446853689592,0.3191088058345285,0.4095832312056207
252,THA.32.10.8_1,Sathan,Pua,Nan,Tambon,4602,0.35641077160835266,0.5073542594909668,0.3696352541446686,0.3957103490829468,0.41532212495803833,3,29,0.6301607996523251,0.17884171689553316,0.7141677587593869,0.22574277894975825,0.3182189603361859,0.38777276819107276
253,THA.75.8.2_1,NamPhi,ThongSaenKhan,Uttaradit,Tambon,15144,0.3546273410320282,0.49826905131340027,0.36847397685050964,0.3956504464149475,0.42163991928100586,3,73,0.4820390913893291,0.1725167217284332,0.6819467692922023,0.22162427085040967,0.31800651355489734,0.41017903344747325
254,THA.11.12.2_1,PaDaet,PaDaet,ChiangRai,Tambon,6221,0.34756818413734436,0.5023801922798157,0.36151614785194397,0.39558354020118713,0.42334187030792236,3,29,0.4661629963028452,0.1474811897400254,0.6965270658784786,0.19694810157661935,0.3177692284683338,0.41621505871405434
255,THA.10.14.5_1,Khilek,MaeTaeng,ChiangMai,Tambon,4313,0.3442261815071106,0.48799821734428406,0.352944940328598,0.3955771028995514,0.42024120688438416,3,21,0.48690006955715276,0.1356286675475281,0.645520918979245,0.16655003232679008,0.31774639836646396,0.4052184539518431
256,THA.47.6.2_1,BanNun/ThungNao,Song,Phrae,Tambon,15317,0.35572853684425354,0.5136065483093262,0.3692137897014618,0.3955448567867279,0.4195401668548584,3,205,1.3383821897238362,0.1764221488769968,0.7363417065902789,0.2242480414467816,0.3176320364672827,0.40273219244127034
257,THA.10.21.5_1,SanKlang,SanPaTong,ChiangMai,Tambon,4586,0.350394070148468,0.5050490498542786,0.363624632358551,0.3954641819000244,0.415433794260025,3,60,1.3083296990841693,0.15750328737612687,0.705992257001839,0.204425911193229,0.31734592032949754,0.3881688070415644
258,THA.47.4.4_1,WangLuang,NongMuangKai,Phrae,Tambon,6886,0.3568860590457916,0.47123050689697266,0.3687558174133301,0.3953477144241333,0.4244709312915802,3,59,0.8568109207086844,0.1805273394169213,0.5860536826592587,0.2226238276716266,0.31693286459751957,0.42021931060913775
259,THA.75.9.5_1,WangDaeng,Tron,Uttaradit,Tambon,11731,0.3458411991596222,0.5138721466064453,0.36401835083961487,0.3952958285808563,0.4107280969619751,3,125,1.065552808797204,0.14135638074395057,0.737283659682241,0.2058222467293501,0.3167488497486522,0.3714798968798121
260,THA.19.6.1_1,NA,MaeTha,Lampang,Tambon,64552,0.35528478026390076,0.5102694034576416,0.36804306507110596,0.3952823281288147,0.42036008834838867,3,400,0.6196554715578139,0.1748483515768043,0.7245064126691,0.22009602805904074,0.31670096995167524,0.40564007097202226
261,THA.10.8.5_1,Hot,Hot,ChiangMai,Tambon,11245,0.35153070092201233,0.5050455331802368,0.36988565325737,0.3952769935131073,0.4189302921295166,3,221,1.9653179190751446,0.16153438577989054,0.7059797850017434,0.2266308276345277,0.3166820505616998,0.4005692516789373
262,THA.20.1.1_1,BanHong,BanHong,Lamphun,Tambon,8373,0.3523447513580322,0.49016380310058594,0.36625099182128906,0.39520063996315,0.4140515923500061,3,27,0.32246506628448585,0.16442144241217782,0.6532012400550332,0.21374038136628223,0.31641126018674387,0.38326678252943364
263,THA.75.4.12_1,SaenTo,MuangUttaradit,Uttaradit,Tambon,2187,0.35322919487953186,0.5188103914260864,0.3679988384246826,0.39513716101646423,0.4232356548309326,3,34,1.5546410608139003,0.1675581504362082,0.7547973072740404,0.21993917680360184,0.31618613001552764,0.41583836203320235
